Value,CumulativeFrequency,Cummulative_frequency,simulation_number,parameter_name
0,11034,0.999818774918449,BASE_SIMULATION_45,NEW_SNOW_DENSITY
0.998,11035,0.999909387459224,BASE_SIMULATION_45,NEW_SNOW_DENSITY
1,11036,1,BASE_SIMULATION_45,NEW_SNOW_DENSITY
0,10293,0.999126383226558,BASE_SIMULATION_46,NEW_SNOW_DENSITY
0.992,10294,0.99922345175694,BASE_SIMULATION_46,NEW_SNOW_DENSITY
0.993,10295,0.999320520287323,BASE_SIMULATION_46,NEW_SNOW_DENSITY
0.994,10296,0.999417588817705,BASE_SIMULATION_46,NEW_SNOW_DENSITY
0.995,10297,0.999514657348088,BASE_SIMULATION_46,NEW_SNOW_DENSITY
0.999,10302,1,BASE_SIMULATION_46,NEW_SNOW_DENSITY
0,11385,0.999736564805058,BASE_SIMULATION_47,NEW_SNOW_DENSITY
0.997,11386,0.999824376536705,BASE_SIMULATION_47,NEW_SNOW_DENSITY
0.999,11388,1,BASE_SIMULATION_47,NEW_SNOW_DENSITY
0,11268,0.999733830183657,BASE_SIMULATION_48,NEW_SNOW_DENSITY
0.998,11269,0.999822553455772,BASE_SIMULATION_48,NEW_SNOW_DENSITY
0.999,11270,0.999911276727886,BASE_SIMULATION_48,NEW_SNOW_DENSITY
1,11271,1,BASE_SIMULATION_48,NEW_SNOW_DENSITY
0,10823,1,BASE_SIMULATION_49,NEW_SNOW_DENSITY
0,11215,1,BASE_SIMULATION_50,NEW_SNOW_DENSITY
0,10176,1,BASE_SIMULATION_51,NEW_SNOW_DENSITY
0,9655,0.999689376682543,BASE_SIMULATION_52,NEW_SNOW_DENSITY
0.999,9657,0.999896458894181,BASE_SIMULATION_52,NEW_SNOW_DENSITY
1,9658,1,BASE_SIMULATION_52,NEW_SNOW_DENSITY
0,10404,1,BASE_SIMULATION_53,NEW_SNOW_DENSITY
0,11295,0.999557522123894,BASE_SIMULATION_54,NEW_SNOW_DENSITY
0.998,11299,0.999911504424779,BASE_SIMULATION_54,NEW_SNOW_DENSITY
1,11300,1,BASE_SIMULATION_54,NEW_SNOW_DENSITY
0,10636,0.999436196203721,BASE_SIMULATION_55,NEW_SNOW_DENSITY
0.882,10638,0.999624130802481,BASE_SIMULATION_55,NEW_SNOW_DENSITY
0.883,10639,0.999718098101861,BASE_SIMULATION_55,NEW_SNOW_DENSITY
0.999,10641,0.99990603270062,BASE_SIMULATION_55,NEW_SNOW_DENSITY
1,10642,1,BASE_SIMULATION_55,NEW_SNOW_DENSITY
0,10913,1,BASE_SIMULATION_56,NEW_SNOW_DENSITY
0,10897,0.999908240044045,BASE_SIMULATION_57,NEW_SNOW_DENSITY
1,10898,1,BASE_SIMULATION_57,NEW_SNOW_DENSITY
0,11419,0.999912434325744,BASE_SIMULATION_58,NEW_SNOW_DENSITY
0.999,11420,1,BASE_SIMULATION_58,NEW_SNOW_DENSITY
0,11116,0.999730191563989,BASE_SIMULATION_59,NEW_SNOW_DENSITY
0.999,11117,0.999820127709326,BASE_SIMULATION_59,NEW_SNOW_DENSITY
1,11119,1,BASE_SIMULATION_59,NEW_SNOW_DENSITY
0,11416,0.999912411316458,BASE_SIMULATION_60,NEW_SNOW_DENSITY
1,11417,1,BASE_SIMULATION_60,NEW_SNOW_DENSITY
0,10465,0.999713412304165,BASE_SIMULATION_61,NEW_SNOW_DENSITY
0.941,10467,0.999904470768055,BASE_SIMULATION_61,NEW_SNOW_DENSITY
1,10468,1,BASE_SIMULATION_61,NEW_SNOW_DENSITY
0,10860,0.999907927446828,BASE_SIMULATION_62,NEW_SNOW_DENSITY
1,10861,1,BASE_SIMULATION_62,NEW_SNOW_DENSITY
0,11261,0.999556186756613,BASE_SIMULATION_63,NEW_SNOW_DENSITY
0.997,11264,0.999822474702645,BASE_SIMULATION_63,NEW_SNOW_DENSITY
1,11266,1,BASE_SIMULATION_63,NEW_SNOW_DENSITY
0,11541,1,BASE_SIMULATION_64,NEW_SNOW_DENSITY
0,11429,0.999825037179599,BASE_SIMULATION_65,NEW_SNOW_DENSITY
0.991,11431,1,BASE_SIMULATION_65,NEW_SNOW_DENSITY
0,11445,0.999301493058587,BASE_SIMULATION_66,NEW_SNOW_DENSITY
0.966,11446,0.999388806426264,BASE_SIMULATION_66,NEW_SNOW_DENSITY
0.991,11447,0.99947611979394,BASE_SIMULATION_66,NEW_SNOW_DENSITY
0.996,11448,0.999563433161617,BASE_SIMULATION_66,NEW_SNOW_DENSITY
0.998,11453,1,BASE_SIMULATION_66,NEW_SNOW_DENSITY
0,10366,1,BASE_SIMULATION_67,NEW_SNOW_DENSITY
0,11587,0.998534987935195,BASE_SIMULATION_68,NEW_SNOW_DENSITY
0.991,11590,0.998793519476043,BASE_SIMULATION_68,NEW_SNOW_DENSITY
0.992,11591,0.998879696656325,BASE_SIMULATION_68,NEW_SNOW_DENSITY
0.993,11592,0.998965873836608,BASE_SIMULATION_68,NEW_SNOW_DENSITY
0.997,11593,0.999052051016891,BASE_SIMULATION_68,NEW_SNOW_DENSITY
0.999,11603,0.999913822819717,BASE_SIMULATION_68,NEW_SNOW_DENSITY
1,11604,1,BASE_SIMULATION_68,NEW_SNOW_DENSITY
0,11280,0.999822726466939,BASE_SIMULATION_69,NEW_SNOW_DENSITY
1,11282,1,BASE_SIMULATION_69,NEW_SNOW_DENSITY
0,11350,1,BASE_SIMULATION_70,NEW_SNOW_DENSITY
0,10700,0.999906550789646,BASE_SIMULATION_71,NEW_SNOW_DENSITY
0.997,10701,1,BASE_SIMULATION_71,NEW_SNOW_DENSITY
0,10692,0.999532579227821,BASE_SIMULATION_72,NEW_SNOW_DENSITY
0.995,10693,0.999626063382257,BASE_SIMULATION_72,NEW_SNOW_DENSITY
0.997,10695,0.999813031691128,BASE_SIMULATION_72,NEW_SNOW_DENSITY
0.999,10696,0.999906515845564,BASE_SIMULATION_72,NEW_SNOW_DENSITY
1,10697,1,BASE_SIMULATION_72,NEW_SNOW_DENSITY
0,10802,0.999629835276698,BASE_SIMULATION_73,NEW_SNOW_DENSITY
0.999,10806,1,BASE_SIMULATION_73,NEW_SNOW_DENSITY
0,11030,0.999094202898551,BASE_SIMULATION_74,NEW_SNOW_DENSITY
0.953,11031,0.999184782608696,BASE_SIMULATION_74,NEW_SNOW_DENSITY
0.956,11032,0.999275362318841,BASE_SIMULATION_74,NEW_SNOW_DENSITY
0.959,11033,0.999365942028986,BASE_SIMULATION_74,NEW_SNOW_DENSITY
0.96,11039,0.999909420289855,BASE_SIMULATION_74,NEW_SNOW_DENSITY
0.998,11040,1,BASE_SIMULATION_74,NEW_SNOW_DENSITY
0,11240,0.999644254713625,BASE_SIMULATION_75,NEW_SNOW_DENSITY
0.903,11242,0.999822127356813,BASE_SIMULATION_75,NEW_SNOW_DENSITY
1,11244,1,BASE_SIMULATION_75,NEW_SNOW_DENSITY
0,11655,0.999742665980443,BASE_SIMULATION_76,NEW_SNOW_DENSITY
0.986,11656,0.999828443986962,BASE_SIMULATION_76,NEW_SNOW_DENSITY
0.996,11657,0.999914221993481,BASE_SIMULATION_76,NEW_SNOW_DENSITY
1,11658,1,BASE_SIMULATION_76,NEW_SNOW_DENSITY
0,11512,0.999826298419316,BASE_SIMULATION_77,NEW_SNOW_DENSITY
0.999,11513,0.999913149209658,BASE_SIMULATION_77,NEW_SNOW_DENSITY
1,11514,1,BASE_SIMULATION_77,NEW_SNOW_DENSITY
0,11572,0.999568109181999,BASE_SIMULATION_78,NEW_SNOW_DENSITY
0.998,11573,0.999654487345599,BASE_SIMULATION_78,NEW_SNOW_DENSITY
0.999,11576,0.9999136218364,BASE_SIMULATION_78,NEW_SNOW_DENSITY
1,11577,1,BASE_SIMULATION_78,NEW_SNOW_DENSITY
0,11245,0.99982217480217,BASE_SIMULATION_79,NEW_SNOW_DENSITY
0.978,11246,0.999911087401085,BASE_SIMULATION_79,NEW_SNOW_DENSITY
1,11247,1,BASE_SIMULATION_79,NEW_SNOW_DENSITY
0,11599,0.999482981473503,BASE_SIMULATION_80,NEW_SNOW_DENSITY
0.995,11600,0.999569151227919,BASE_SIMULATION_80,NEW_SNOW_DENSITY
0.997,11602,0.999741490736751,BASE_SIMULATION_80,NEW_SNOW_DENSITY
0.998,11605,1,BASE_SIMULATION_80,NEW_SNOW_DENSITY
0,11465,0.999738402511336,BASE_SIMULATION_81,NEW_SNOW_DENSITY
0.999,11468,1,BASE_SIMULATION_81,NEW_SNOW_DENSITY
0,10344,0.999613451874758,BASE_SIMULATION_82,NEW_SNOW_DENSITY
0.998,10346,0.999806725937379,BASE_SIMULATION_82,NEW_SNOW_DENSITY
0.999,10348,1,BASE_SIMULATION_82,NEW_SNOW_DENSITY
0,10802,0.999537336911261,BASE_SIMULATION_83,NEW_SNOW_DENSITY
0.999,10806,0.999907467382252,BASE_SIMULATION_83,NEW_SNOW_DENSITY
1,10807,1,BASE_SIMULATION_83,NEW_SNOW_DENSITY
0,11139,0.998923863330643,BASE_SIMULATION_84,NEW_SNOW_DENSITY
0.985,11141,0.999103219442203,BASE_SIMULATION_84,NEW_SNOW_DENSITY
0.989,11142,0.999192897497982,BASE_SIMULATION_84,NEW_SNOW_DENSITY
0.99,11144,0.999372253609542,BASE_SIMULATION_84,NEW_SNOW_DENSITY
0.991,11146,0.999551609721101,BASE_SIMULATION_84,NEW_SNOW_DENSITY
0.999,11148,0.999730965832661,BASE_SIMULATION_84,NEW_SNOW_DENSITY
1,11151,1,BASE_SIMULATION_84,NEW_SNOW_DENSITY
0,11551,0.999740349662454,BASE_SIMULATION_85,NEW_SNOW_DENSITY
0.999,11552,0.99982689977497,BASE_SIMULATION_85,NEW_SNOW_DENSITY
